name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
VEJA CZ SQZ LAV,{},outros,ai_estimated,7891035001734,veja cz sqz lav,,,,,,,,,,VEJA CZ SQZ LAV
Vanish 1kg rosa,{},outros,ai_estimated,7891035051333,vanish 1kg rosa,,,,,,,,,,Vanish 1kg rosa
VANISH 1KG BRANCO,{},outros,ai_estimated,7891035051326,vanish 1kg branco,,,,,,,,,,VANISH 1KG BRANCO
ALVENJANTE VAN BRANCO 500ML,{},outros,ai_estimated,7891035040405,alvenjante van branco 500ml,,,,,,,,,,ALVENJANTE VAN BRANCO 500ML
ALVENJANTE VAN ROSA 500ML,{},outros,ai_estimated,7891035040009,alvenjante van rosa 500ml,,,,,,,,,,ALVENJANTE VAN ROSA 500ML
VAN KARPEX ROSA,{},outros,ai_estimated,7891035200007,van karpex rosa,,,,,,,,,,VAN KARPEX ROSA
VANISH RESOLV ROSA,{},outros,ai_estimated,7891035017001,vanish resolv rosa,,,,,,,,,,VANISH RESOLV ROSA
VANISH RESOLV BRANCO,{},outros,ai_estimated,7891035040450,vanish resolv branco,,,,,,,,,,VANISH RESOLV BRANCO
"VANISH 1,5L BRANCO RF",{},outros,ai_estimated,7891035040412,"vanish 1,5l branco rf",,,,,,,,,,"VANISH 1,5L BRANCO RF"
REPELEX AERO,{},outros,ai_estimated,7891035620003,repelex aero,,,,,,,,,,REPELEX AERO
PERSONAL XXG,{},outros,ai_estimated,7896110011981,personal xxg,,,,,,,,,,PERSONAL XXG
PERSONAL XG,{},outros,ai_estimated,7896110011967,personal xg,,,,,,,,,,PERSONAL XG
PERSONAL G,{},outros,ai_estimated,7896110011943,personal g,,,,,,,,,,PERSONAL G
Limpa Vidros,{},outros,ai_estimated,7897534800960,limpa vidros,,,,,,,,,,
CÓDIGO DE BARRAS ERRADO dore cola,{},outros,ai_estimated,2681801700313,código de barras errado dore cola,,,,,,,,,,
CÓDIGO DE BARRAS SUSPEITO dore cola,{},outros,ai_estimated,2821801701143,código de barras suspeito dore cola,,,,,,,,,,
"Água sem gás 1,5l",{},outros,ai_estimated,17276618,"água sem gás 1,5l",,,,,,,,,,"Água sem gás 1,5l"
Coca-Cola Zero Azúcar,{},outros,ai_estimated,7801610473023,coca-cola zero azúcar,,,,,,,,,Coca-Cola,Coca-Cola Zero Azúcar
Caderno,{},outros,ai_estimated,7898572600765,caderno,,,,,,,,,,
Pasta Matte Shark Barber,{},outros,ai_estimated,7896858617742,pasta matte shark barber,,,,,,,,,Shark Barber,
Coca-Cola light,{},outros,ai_estimated,7801610022740,coca-cola light,,,,,,,,,Coca-Cola,Coca-Cola light
Sucralose,{},outros,ai_estimated,7896001210004,sucralose,,,,,,,,,Linea,Sucralose
Targifor c,{},outros,ai_estimated,7891058005467,targifor c,,,,,,,,,,Targifor C Imun e Energ CPD 16
Bola de sabão,{},outros,ai_estimated,7898258550414,bola de sabão,,,,,,,,,,
Cachantun,{},outros,ai_estimated,7801620015855,cachantun,,,,,,,,,cachantun,cachantun
Brilhante preto 1KG,{},outros,ai_estimated,7896800708962,brilhante preto 1kg,,,,,,,,,,
354683 tinta acrílica suvinil,{},outros,ai_estimated,7896206425869,354683 tinta acrílica suvinil,,,,,,,,,,
Nestlé pureza 1.5,{},outros,ai_estimated,7896062800138,nestlé pureza 1.5,,,,,,,,,,
Pepsi Black 350,{},outros,ai_estimated,0211402813505,pepsi black 350,,,,,,,,,,Pepsi Black 350
Glitter neon rosa,{},outros,ai_estimated,7898638641800,glitter neon rosa,,,,,,,,,,
Neon laranja e rosa fab,{},outros,ai_estimated,7898638641756,neon laranja e rosa fab,,,,,,,,,,
Po para decoração rosa seco fab,{},outros,ai_estimated,7898638640285,po para decoração rosa seco fab,,,,,,,,,,
Po para decoração rosa cereja fab,{},outros,ai_estimated,7898638640131,po para decoração rosa cereja fab,,,,,,,,,,
Aquissima cg 510,{},outros,ai_estimated,7898646710024,aquissima cg 510,,,,,,,,,,
Água mineral Barbosa com gás,{},outros,ai_estimated,7898641870747,água mineral barbosa com gás,,,,,,,,,,
Adoçante liq linea stevia 60 ml,{},outros,ai_estimated,7896001210103,adoçante liq linea stevia 60 ml,,,,,,,,,,
Adoçante liq linea stevia 25 ml,{},outros,ai_estimated,7896001210097,adoçante liq linea stevia 25 ml,,,,,,,,,,
Adoçante liq união sucralose,{},outros,ai_estimated,7891910030316,adoçante liq união sucralose,,,,,,,,,,
Nimesulida,{},outros,ai_estimated,7896523212685,nimesulida,,,,,,,,,CIMED,
Dorflex,{},outros,ai_estimated,7891058002916,dorflex,,,,,,,,,,
Doril enxaqueca,{},outros,ai_estimated,7896094920910,doril enxaqueca,,,,,,,,,,
Acebrofilina,{},outros,ai_estimated,7891317002695,acebrofilina,,,,,,,,,Eurofarma,
Extra Power Energy Drink Zero Açúcares,{},outros,ai_estimated,7898132845155,extra power energy drink zero açúcares,,,,,,,,,ExtraPower,Extra Power Energy Drink Zero Açúcares
Magnésio Plus,{},outros,ai_estimated,7898972147327,magnésio plus,,,,,,,,,Oceandrop,
Sleep,{},outros,ai_estimated,0040141154682,sleep,,,,,,,,,Koala,Sleep
Potássio,{},outros,ai_estimated,7899468501111,potássio,,,,,,,,,ApisNutri,Potássio
Água mineral Nestlé pureza vital com gás,{},outros,ai_estimated,7896062800145,água mineral nestlé pureza vital com gás,,,,,,,,,,
Filtr pape export 102,{},outros,ai_estimated,7896362900248,filtr pape export 102,,,,,,,,,,
Filtr pape export 103,{},outros,ai_estimated,7896362900101,filtr pape export 103,,,,,,,,,,
Filtro rancheiro n 102 reutilizavel,{},outros,ai_estimated,7896253400932,filtro rancheiro n 102 reutilizavel,,,,,,,,,,
Livean,{},outros,ai_estimated,7802800576746,livean,,,,,,,,,Livean,Livean
S louro sg,{},outros,ai_estimated,7896062802361,s louro sg,,,,,,,,,,
"São Lourenço C/G 1,26L",{},outros,ai_estimated,7896062801067,"são lourenço c/g 1,26l",,,,,,,,,,
Antimofo mix,{},outros,ai_estimated,7897011501847,antimofo mix,,,,,,,,,mix,
Protex duo protect 500ml,{},outros,ai_estimated,7509546665115,protex duo protect 500ml,,,,,,,,,,Protex duo protect 500ml
Palmolive nutri-milk hidratação prolongada 500ml,{},outros,ai_estimated,7509546659329,palmolive nutri-milk hidratação prolongada 500ml,,,,,,,,,,Palmolive nutri-milk hidratação prolongada 500ml
D-Tone,{},outros,ai_estimated,7896213005580,d-tone,,,,,,,,,Vitarella,
Veja power fusion eucalipto,{},outros,ai_estimated,7891035002564,veja power fusion eucalipto,,,,,,,,,,
Lysol desinfetante SPRAY,{},outros,ai_estimated,7891035001031,lysol desinfetante spray,,,,,,,,,,
Pinho Sol,{},outros,ai_estimated,7509546661087,pinho sol,,,,,,,,,,
Fralda Huggies LITTLE SWIMMERS,{},outros,ai_estimated,7896007551095,fralda huggies little swimmers,,,,,,,,,,
Pato Gel adesivo MARINE,{},outros,ai_estimated,7894650002667,pato gel adesivo marine,,,,,,,,,,
VEJA X-14 BANHEIRO,{},outros,ai_estimated,7891035800238,veja x-14 banheiro,,,,,,,,,,
Removedor Carrefour,{},outros,ai_estimated,7891103189609,removedor carrefour,,,,,,,,,,
Removedor tradicional Carrefour,{},outros,ai_estimated,7891103189586,removedor tradicional carrefour,,,,,,,,,,
Limpador multiuso Carrefour maçã verde,{},outros,ai_estimated,7891103189401,limpador multiuso carrefour maçã verde,,,,,,,,,,
AJAX LIMPEZA PESADA ORIGINAL,{},outros,ai_estimated,7509546689722,ajax limpeza pesada original,,,,,,,,,,
Lustra móveis Jasmim Carrefour,{},outros,ai_estimated,7891103225079,lustra móveis jasmim carrefour,,,,,,,,,,
VRJA COZINHA DESENGORDURANTE,{},outros,ai_estimated,7891035001741,vrja cozinha desengordurante,,,,,,,,,,
Removedor de ceras,{},outros,ai_estimated,7896040701815,removedor de ceras,,,,,,,,,,
Evita Mofo TEKBOND neutro,{},outros,ai_estimated,7898543383833,evita mofo tekbond neutro,,,,,,,,,,
Glade Lavanda,{},outros,ai_estimated,7894650005125,glade lavanda,,,,,,,,,,
Glade LARANJA CÍTRICA,{},outros,ai_estimated,7894650000052,glade laranja cítrica,,,,,,,,,,
Neutralizador de odores bom ar cheirinho de talco,{},outros,ai_estimated,7891035001093,neutralizador de odores bom ar cheirinho de talco,,,,,,,,,,
Limpador perfumado Carrefour,{},outros,ai_estimated,7891103225109,limpador perfumado carrefour,,,,,,,,,,
Lustra Móveis CRF Jasmim,{},outros,ai_estimated,7891103225062,lustra móveis crf jasmim,,,,,,,,,,
Amaciante de roupas Carrefour brindo som,{},outros,ai_estimated,7891103215117,amaciante de roupas carrefour brindo som,,,,,,,,,,
HARPIC PINHO CAMPESTRE,{},outros,ai_estimated,7891035142420,harpic pinho campestre,,,,,,,,,,
HARPIC Power Fresh 6,{},outros,ai_estimated,7891035991080,harpic power fresh 6,,,,,,,,,,
Condicionador Palmolive óleo de argan,{},outros,ai_estimated,7509546689890,condicionador palmolive óleo de argan,,,,,,,,,,
Mr Músculo Banheiro,{},outros,ai_estimated,7894650003244,mr músculo banheiro,,,,,,,,,,
SANTA DIGNA,{},outros,ai_estimated,8410113005281,santa digna,,,,,,,,,MIGUEL TORRES,SANTA DIGNA
Gin flowers marrom,{},outros,ai_estimated,7908026901499,gin flowers marrom,,,,,,,,,,
Agora,{},outros,ai_estimated,7891010591014,agora,,,,,,,,,,
PROPÓLEO,{},outros,ai_estimated,7802200133563,propóleo,,,,,,,,,PRO,PROPÓLEO
Lenço,{},outros,ai_estimated,7898146001479,lenço,,,,,,,,,,Lenço
Galo,{},outros,ai_estimated,01954180,galo,,,,,,,,,,Galo
CENTELLA,{},outros,ai_estimated,8445291145832,centella,,,,,,,,,"Nestle, Savory",CENTELLA
Horrible me dejo la boca pegajosa y no lo podía tragar :/.,{},outros,ai_estimated,77960870,horrible me dejo la boca pegajosa y no lo podía tragar :/.,,,,,,,,,,Horrible me dejo la boca pegajosa y no lo podía tragar :/.
Agua Cristal C/gás,{},outros,ai_estimated,7894900531206,agua cristal c/gás,,,,,,,,,,
Canudo 2 Furos,{},outros,ai_estimated,6921615412030,canudo 2 furos,,,,,,,,,Tio Léo,
DIET RHINO,{},outros,ai_estimated,0634240003219,diet rhino,,,,,,,,,NAOSKINGDOM,DIET RHINO
Rose Zero,{},outros,ai_estimated,7804602381405,rose zero,,,,,,,,,Viñamar,Rose Zero
Brilhante tira manchas s/cloro utile floral 380g,{},outros,ai_estimated,7891150067868,brilhante tira manchas s/cloro utile floral 380g,,,,,,,,,,Brilhante tira manchas s/cloro utile floral 380g
Cesta Prata N°1A RH Quality,{},outros,ai_estimated,7894876005855,cesta prata n°1a rh quality,,,,,,,,,,Cesta Prata N°1A RH Quality
VITADAY,{},outros,ai_estimated,2000000742083,vitaday,,,,,,,,,VITADAY,VITADAY
Val Maira,{},outros,ai_estimated,7790636000545,val maira,,,,,,,,,Val Maira,Val Maira
AMERICAN DREAM SUGAR FREE Syrup,{},outros,ai_estimated,7807910048213,american dream sugar free syrup,,,,,,,,,Cuisine & Co.,AMERICAN DREAM SUGAR FREE Syrup
MUSEO,{},outros,ai_estimated,8445291796478,museo,,,,,,,,,McKay,MUSEO
CREATINE ADVANCED,{},outros,ai_estimated,7804609253552,creatine advanced,,,,,,,,,NTGSPORT,CREATINE ADVANCED
Crush Orange Zero,{},outros,ai_estimated,7801620007034,crush orange zero,,,,,,,,,Crush,Crush Orange Zero
Pepsi 0% Azúcar,{},outros,ai_estimated,7801620009342,pepsi 0% azúcar,,,,,,,,,Pepsi,Pepsi 0% Azúcar
Refrigerante Guaraná Kuat Zero Lata 350ml,{},outros,ai_estimated,7894900920017,refrigerante guaraná kuat zero lata 350ml,,,,,,,,,,Refrigerante Guaraná Kuat Zero Lata 350ml
LIMÓN SODA,{},outros,ai_estimated,0781620004293,limón soda,,,,,,,,,CANADA DRY,
Vit D3 800 IU,{},outros,ai_estimated,0781584321629,vit d3 800 iu,,,,,,,,,Sunvit life,Vit D3 800 IU
Canada Dry Ginger Ale,{},outros,ai_estimated,7801620360153,canada dry ginger ale,,,,,,,,,Canada Dry,Canada Dry Ginger Ale
TOQUE DE SAL MARINA,{},outros,ai_estimated,7802000020834,toque de sal marina,,,,,,,,,Ostitos,TOQUE DE SAL MARINA
Corante verde,{},outros,ai_estimated,7896226300542,corante verde,,,,,,,,,,Corante verde
Gás para chantilly,{},outros,ai_estimated,7897985590212,gás para chantilly,,,,,,,,,,Gás para chantilly
Schweppes lata,{},outros,ai_estimated,2860900300017,schweppes lata,,,,,,,,,,Schweppes lata
Soda Light,{},outros,ai_estimated,0653430214884,soda light,,,,,,,,,McKay,Soda Light
Mistral ICE,{},outros,ai_estimated,7802175001645,mistral ice,,,,,,,,,Mistral,Mistral ICE
Coca ks zero,{},outros,ai_estimated,7894900705034,coca ks zero,,,,,,,,,,Coca ks zero
Acquissima com gas,{},outros,ai_estimated,7898646710017,acquissima com gas,,,,,,,,,,Acquissima com gas
Acquissima sem gas,{},outros,ai_estimated,7898929280077,acquissima sem gas,,,,,,,,,,Acquissima sem gas
S pelegrino,{},outros,ai_estimated,9341170536472,s pelegrino,,,,,,,,,,S pelegrino
Sprite lata,{},outros,ai_estimated,2860900681017,sprite lata,,,,,,,,,,Sprite lata
Gás de chantilly,{},outros,ai_estimated,7898938133616,gás de chantilly,,,,,,,,,,Gás de chantilly
Caldê MDK 1000 UI,{},outros,ai_estimated,7896226109558,caldê mdk 1000 ui,,,,,,,,,Marjan,
GOODNES MAGNESIO,{},outros,ai_estimated,8445291878105,goodnes magnesio,,,,,,,,,Nestle.,GOODNES MAGNESIO
Score Water Sabor Limón,{},outros,ai_estimated,0798190268361,score water sabor limón,,,,,,,,,Score Water,Score Water Sabor Limón
SCORE Water aloe vera,{},outros,ai_estimated,0798190264608,score water aloe vera,,,,,,,,,SCORE,SCORE Water aloe vera
Fanta zero azúcar,{},outros,ai_estimated,7801610671016,fanta zero azúcar,,,,,,,,,Fanta,Fanta zero azúcar
Fanta sabor naranja,{},outros,ai_estimated,7801610002841,fanta sabor naranja,,,,,,,,,Fanta,Fanta sabor naranja
Magnesium (powder),{},outros,ai_estimated,0766298015514,magnesium (powder),,,,,,,,,pure encapsulations,Magnesium (powder)
Pepsi black 200ml,{},outros,ai_estimated,0844556854614,pepsi black 200ml,,,,,,,,,,Pepsi black 200ml
H20,{},outros,ai_estimated,0855006610063,h20,,,,,,,,,,H20
Difusor de ambiente,{},outros,ai_estimated,7898963234159,difusor de ambiente,,,,,,,,,aromas brasil,difusor de ambiente
